Schema item,Kind,Data type,Extends,Restricts,Abstract,Subst Group,Comment,Namespace
QueryNewJDF,global complexType,,jdf:JMFAbstractQuery_,,,,"",JDFMessage.xsd
QueryNodeInfo,global complexType,,jdf:JMFAbstractQuery_,,,,"",JDFMessage.xsd
QueryOccupation,global complexType,,jdf:JMFAbstractQuery_,,,,"",JDFMessage.xsd
QueryQueueEntryStatus,global complexType,,jdf:JMFAbstractQuery_,,,,"",JDFMessage.xsd
QueryQueueStatus,global complexType,,jdf:JMFAbstractQuery_,,,,"",JDFMessage.xsd
QueryRepeatMessages,global complexType,,jdf:JMFAbstractQuery_,,,,"",JDFMessage.xsd
QueryResource,global complexType,,jdf:JMFAbstractQuery_,,,,"",JDFMessage.xsd
QueryStatus,global complexType,,jdf:JMFAbstractQuery_,,,,"",JDFMessage.xsd
QuerySubmissionMethods,global complexType,,jdf:JMFAbstractQuery_,,,,"",JDFMessage.xsd
QueryTrack,global complexType,,jdf:JMFAbstractQuery_,,,,"",JDFMessage.xsd
QueryTypeObj,global element,jdf:QueryTypeObj_,,,true,,"",JDFCore.xsd
QueryTypeObj_,global complexType,,jdf:BaseElement_,,,,"",JDFCore.xsd
Queue,global element,jdf:Queue_m,,,,jdf:ResponseTypeObj,"",JDFMessage.xsd
Queue_m,global complexType,,jdf:ResponseTypeObj_,,,,"",JDFMessage.xsd
QueueEntry,global element,jdf:QueueEntry_m,,,,jdf:ResponseTypeObj,"",JDFMessage.xsd
QueueEntry_m,global complexType,,jdf:ResponseTypeObj_,,,,"",JDFMessage.xsd
QueueEntryDef,global element,jdf:QueueEntryDef_m,,,,jdf:CommandTypeObj,"",JDFMessage.xsd
QueueEntryDef_m,global complexType,,jdf:CommandTypeObj_,,,,"",JDFMessage.xsd
QueueEntryDefList,global element,jdf:QueueEntryDefList_m,,,,jdf:QueryTypeObj,"",JDFMessage.xsd
QueueEntryDefList_m,global complexType,,jdf:QueryTypeObj_,,,,"",JDFMessage.xsd
QueueEntryPosParams,global element,jdf:QueueEntryPosParams_m,,,,jdf:CommandTypeObj,"",JDFMessage.xsd
QueueEntryPosParams_m,global complexType,,jdf:CommandTypeObj_,,,,"",JDFMessage.xsd
QueueEntryPriParams,global element,jdf:QueueEntryPriParams_m,,,,jdf:CommandTypeObj,"",JDFMessage.xsd
QueueEntryPriParams_m,global complexType,,jdf:CommandTypeObj_,,,,"",JDFMessage.xsd
QueueFilter,global element,jdf:QueueFilter_m,,,,jdf:CommandTypeObj,"",JDFMessage.xsd
QueueFilter_m,global complexType,,jdf:CommandTypeObj_,,,,"",JDFMessage.xsd
QueueSubmissionParams,global element,jdf:QueueSubmissionParams_m,,,,jdf:CommandTypeObj,"",JDFMessage.xsd
QueueSubmissionParams_m,global complexType,,jdf:CommandTypeObj_,,,,"",JDFMessage.xsd
rectangle,global simpleType,jdftyp:DoubleList,,,,,"",JDFTypes.xsd
RectangleAndSeparators_,global simpleType,,,,,,"",JDFTypes.xsd
RectangleEvaluation,global complexType,,jdf:AbstractEvaluation,,,,"",JDFCapability.xsd
RectangleEvaluation,global element,jdf:RectangleEvaluation,,,,jdf:AbstractTerms,"",JDFCapability.xsd
RectangleRange,global simpleType,jdftyp:RectangleAndSeparators_,,,,,"",JDFTypes.xsd
RectangleRangeList,global simpleType,jdftyp:RectangleAndSeparators_,,,,,"",JDFTypes.xsd
RectangleState,global complexType,,jdf:DevCapState,,,,"",JDFCapability.xsd
RectangleState,global element,jdf:RectangleState,,,,jdf:AbstractStates,"",JDFCapability.xsd
ReferenceProperties,global attributeGroup,,,,,,"",JDFResource.xsd
regExp,global simpleType,xs:normalizedString,,,,,"",JDFTypes.xsd
RegisterMark,global element,jdf:RegisterMark_r,,,,jdf:Resource,"",JDFResource.xsd
RegisterMark_r,global complexType,,jdf:ParameterResource,,,,"",JDFResource.xsd
RegisterMark_re,global complexType,,jdf:ParameterResourceElement,,,,"",JDFResource.xsd
RegisterMark_rp,global complexType,,jdf:ParameterResourceLeaf,,,,"",JDFResource.xsd
RegisterMarkAttribs_c,global attributeGroup,,,,,,"",JDFResource.xsd
RegisterMarkAttribs_r,global attributeGroup,,,,,,"",JDFResource.xsd
RegisterMarkAttribs_u,global attributeGroup,,,,,,"",JDFResource.xsd
RegisterMarkLink,global element,jdf:ParameterLink,,,,jdf:ResourceLink,"",JDFResource.xsd
RegisterRibbon,global element,jdf:RegisterRibbon_r,,,,jdf:Resource,"",JDFResource.xsd
RegisterRibbon_r,global complexType,,jdf:ConsumableResource,,,,"",JDFResource.xsd
RegisterRibbon_re,global complexType,,jdf:PhysicalResourceElement,,,,"",JDFResource.xsd
RegisterRibbon_rp,global complexType,,jdf:ConsumableResourceLeaf,,,,"",JDFResource.xsd
RegisterRibbonAttribs_c,global attributeGroup,,,,,,"",JDFResource.xsd
RegisterRibbonAttribs_r,global attributeGroup,,,,,,"",JDFResource.xsd
RegisterRibbonAttribs_u,global attributeGroup,,,,,,"",JDFResource.xsd
RegisterRibbonLink,global element,jdf:ConsumableLink,,,,jdf:ResourceLink,"",JDFResource.xsd
Rendering,global complexType,,jdf:JDFAbstractNode,,,,"",JDFProcess.xsd
RenderingParams,global element,jdf:RenderingParams_r,,,,jdf:Resource,"",JDFResource.xsd
RenderingParams_r,global complexType,,jdf:ParameterResource,,,,"",JDFResource.xsd
RenderingParams_re,global complexType,,jdf:ParameterResourceElement,,,,"",JDFResource.xsd
RenderingParams_rp,global complexType,,jdf:ParameterResourceLeaf,,,,"",JDFResource.xsd
RenderingParamsAttribs_c,global attributeGroup,,,,,,"",JDFResource.xsd
RenderingParamsAttribs_r,global attributeGroup,,,,,,"",JDFResource.xsd
RenderingParamsAttribs_u,global attributeGroup,,,,,,"",JDFResource.xsd
RenderingParamsLink,global element,jdf:ParameterLink,,,,jdf:ResourceLink,"",JDFResource.xsd
RenderingResLinkPool_,global complexType,,jdf:ResourceLinkPool_,,,,"",JDFProcess.xsd
RequestQueueEntryParams,global element,jdf:RequestQueueEntryParams_m,,,,jdf:CommandTypeObj,"",JDFMessage.xsd
RequestQueueEntryParams_m,global complexType,,jdf:CommandTypeObj_,,,,"",JDFMessage.xsd
Resource,global element,jdf:Resources,,,true,,"",JDFResource.xsd
ResourceAttribs,global attributeGroup,,,,,,"",JDFCore.xsd
ResourceAudit,global complexType,,jdf:AuditElement,,,,"",JDFCore.xsd
ResourceCmdParams,global element,jdf:ResourceCmdParams_m,,,,jdf:CommandTypeObj,"",JDFMessage.xsd
ResourceCmdParams_m,global complexType,,jdf:CommandTypeObj_,,,,"",JDFMessage.xsd
ResourceDefinition,global complexType,,jdf:JDFAbstractNode,,,,"",JDFProcess.xsd
ResourceDefinitionParams,global element,jdf:ResourceDefinitionParams_r,,,,jdf:Resource,"",JDFResource.xsd
ResourceDefinitionParams_r,global complexType,,jdf:ParameterResource,,,,"",JDFResource.xsd
ResourceDefinitionParams_re,global complexType,,jdf:ParameterResourceElement,,,,"",JDFResource.xsd
ResourceDefinitionParams_ResourceParam_lr,global complexType,,jdf:BaseElement_,,,,"",JDFResource.xsd
ResourceDefinitionParams_rp,global complexType,,jdf:ParameterResourceLeaf,,,,"",JDFResource.xsd
ResourceDefinitionParamsAttribs_c,global attributeGroup,,,,,,"",JDFResource.xsd
ResourceDefinitionParamsAttribs_r,global attributeGroup,,,,,,"",JDFResource.xsd
ResourceDefinitionParamsAttribs_u,global attributeGroup,,,,,,"",JDFResource.xsd
ResourceDefinitionParamsLink,global element,jdf:ParameterLink,,,,jdf:ResourceLink,"",JDFResource.xsd
ResourceElement,global complexType,,jdf:BaseElement_,,,,"",JDFCore.xsd
ResourceElementAttribs,global attributeGroup,,,,,,"",JDFCore.xsd
ResourceInfo,global element,jdf:ResourceInfo_m,,,,jdf:ResponseTypeObj,"",JDFMessage.xsd
ResourceInfo_m,global complexType,,jdf:ResponseTypeObj_,,,,"",JDFMessage.xsd
ResourceLink,global complexType,,jdf:BaseElement_,,,,"",JDFCore.xsd
ResourceLink,global element,jdf:ResourceLink,,,true,,"",JDFResource.xsd
ResourceLink_AmountPool_l,global complexType,,jdf:BaseElement_,,,,"",JDFCore.xsd
ResourceLinkAttribs,global attributeGroup,,,,,,"",JDFCore.xsd
ResourceLinkPool_,global complexType,,jdf:BaseElement_,,,,"",JDFCore.xsd
ResourcePartAttribs,global attributeGroup,,,,,,"",JDFCore.xsd
ResourcePool,global element,jdf:ResourcePool_,,,,,"",JDFCore.xsd
ResourcePool_,global complexType,,jdf:BaseElement_,,,,"",JDFCore.xsd
ResourcePullParams,global element,jdf:ResourcePullParams_m,,,,jdf:CommandTypeObj,"",JDFMessage.xsd
ResourcePullParams_m,global complexType,,jdf:CommandTypeObj_,,,,"",JDFMessage.xsd
ResourceQuParams,global element,jdf:ResourceQuParams_m,,,,jdf:QueryTypeObj,"",JDFMessage.xsd
ResourceQuParams_m,global complexType,,jdf:QueryTypeObj_,,,,"",JDFMessage.xsd
ResourceRef,global complexType,,jdf:BaseElement_,,,,"",JDFCore.xsd
Resources,global complexType,,jdf:BaseElement_,,,,"",JDFCore.xsd
ResourcesLeaf,global complexType,,jdf:BaseElement_,,,,"",JDFCore.xsd
Response,global complexType,,jdf:Message,,,,"",JDFCore.xsd
ResponseAbortQueueEntry,global complexType,,jdf:JMFAbstractResponse_,,,,"",JDFMessage.xsd
ResponseCloseQueue,global complexType,,jdf:JMFAbstractResponse_,,,,"",JDFMessage.xsd
ResponseEvents,global complexType,,jdf:JMFAbstractResponse_,,,,"",JDFMessage.xsd
ResponseFlushQueue,global complexType,,jdf:JMFAbstractResponse_,,,,"",JDFMessage.xsd
ResponseFlushResources,global complexType,,jdf:JMFAbstractResponse_,,,,"",JDFMessage.xsd
ResponseHoldQueue,global complexType,,jdf:JMFAbstractResponse_,,,,"",JDFMessage.xsd
ResponseHoldQueueEntry,global complexType,,jdf:JMFAbstractResponse_,,,,"",JDFMessage.xsd
ResponseKnownControllers,global complexType,,jdf:JMFAbstractResponse_,,,,"",JDFMessage.xsd
ResponseKnownDevices,global complexType,,jdf:JMFAbstractResponse_,,,,"",JDFMessage.xsd
ResponseKnownJDFServices,global complexType,,jdf:JMFAbstractResponse_,,,,"",JDFMessage.xsd
ResponseKnownMessages,global complexType,,jdf:JMFAbstractResponse_,,,,"",JDFMessage.xsd
ResponseNewJDF,global complexType,,jdf:JMFAbstractResponse_,,,,"",JDFMessage.xsd
ResponseNodeInfo,global complexType,,jdf:JMFAbstractResponse_,,,,"",JDFMessage.xsd
ResponseOccupation,global complexType,,jdf:JMFAbstractResponse_,,,,"",JDFMessage.xsd
ResponseOpenQueue,global complexType,,jdf:JMFAbstractResponse_,,,,"",JDFMessage.xsd
ResponsePipeClose,global complexType,,jdf:JMFAbstractResponse_,,,,"",JDFMessage.xsd
ResponsePipePause,global complexType,,jdf:JMFAbstractResponse_,,,,"",JDFMessage.xsd
ResponsePipePull,global complexType,,jdf:JMFAbstractResponse_,,,,"",JDFMessage.xsd
ResponsePipePush,global complexType,,jdf:JMFAbstractResponse_,,,,"",JDFMessage.xsd
ResponseQueueEntryStatus,global complexType,,jdf:JMFAbstractResponse_,,,,"",JDFMessage.xsd
ResponseQueueStatus,global complexType,,jdf:JMFAbstractResponse_,,,,"",JDFMessage.xsd
ResponseRemoveQueueEntry,global complexType,,jdf:JMFAbstractResponse_,,,,"",JDFMessage.xsd
ResponseRepeatMessages,global complexType,,jdf:JMFAbstractResponse_,,,,"",JDFMessage.xsd
ResponseRequestQueueEntry,global complexType,,jdf:JMFAbstractResponse_,,,,"",JDFMessage.xsd
ResponseResource,global complexType,,jdf:JMFAbstractResponse_,,,,"",JDFMessage.xsd
ResponseResourcePull,global complexType,,jdf:JMFAbstractResponse_,,,,"",JDFMessage.xsd
ResponseResubmitQueueEntry,global complexType,,jdf:JMFAbstractResponse_,,,,"",JDFMessage.xsd
ResponseResumeQueue,global complexType,,jdf:JMFAbstractResponse_,,,,"",JDFMessage.xsd
ResponseResumeQueueEntry,global complexType,,jdf:JMFAbstractResponse_,,,,"",JDFMessage.xsd
ResponseReturnQueueEntry,global complexType,,jdf:JMFAbstractResponse_,,,,"",JDFMessage.xsd
ResponseSetQueueEntryPosition,global complexType,,jdf:JMFAbstractResponse_,,,,"",JDFMessage.xsd
ResponseSetQueueEntryPriority,global complexType,,jdf:JMFAbstractResponse_,,,,"",JDFMessage.xsd
ResponseShutdown,global complexType,,jdf:JMFAbstractResponse_,,,,"",JDFMessage.xsd
ResponseStatus,global complexType,,jdf:JMFAbstractResponse_,,,,"",JDFMessage.xsd
ResponseStopPersistentChannel,global complexType,,jdf:JMFAbstractResponse_,,,,"",JDFMessage.xsd
ResponseSubmissionMethods,global complexType,,jdf:JMFAbstractResponse_,,,,"",JDFMessage.xsd
ResponseSubmitQueueEntry,global complexType,,jdf:JMFAbstractResponse_,,,,"",JDFMessage.xsd
ResponseSuspendQueueEntry,global complexType,,jdf:JMFAbstractResponse_,,,,"",JDFMessage.xsd
ResponseTrack,global complexType,,jdf:JMFAbstractResponse_,,,,"",JDFMessage.xsd
ResponseTypeObj,global element,jdf:ResponseTypeObj_,,,true,,"",JDFCore.xsd
ResponseTypeObj_,global complexType,,jdf:BaseElement_,,,,"",JDFCore.xsd
ResponseWakeUp,global complexType,,jdf:JMFAbstractResponse_,,,,"",JDFMessage.xsd
ResubmissionParams,global element,jdf:ResubmissionParams_m,,,,jdf:CommandTypeObj,"",JDFMessage.xsd
ResubmissionParams_m,global complexType,,jdf:CommandTypeObj_,,,,"",JDFMessage.xsd
ReturnQueueEntryParams,global element,jdf:ReturnQueueEntryParams_m,,,,jdf:CommandTypeObj,"",JDFMessage.xsd
ReturnQueueEntryParams_m,global complexType,,jdf:CommandTypeObj_,,,,"",JDFMessage.xsd
RingBinding,global complexType,,jdf:JDFAbstractNode,,,,"",JDFProcess.xsd
RingBindingParams,global element,jdf:RingBindingParams_r,,,,jdf:Resource,"",JDFResource.xsd
RingBindingParams_r,global complexType,,jdf:ParameterResource,,,,"",JDFResource.xsd
RingBindingParams_re,global complexType,,jdf:ParameterResourceElement,,,,"",JDFResource.xsd
RingBindingParams_rp,global complexType,,jdf:ParameterResourceLeaf,,,,"",JDFResource.xsd
RingBindingParamsAttribs_c,global attributeGroup,,,,,,"",JDFResource.xsd
RingBindingParamsAttribs_r,global attributeGroup,,,,,,"",JDFResource.xsd
RingBindingParamsAttribs_u,global attributeGroup,,,,,,"",JDFResource.xsd
RingBindingParamsLink,global element,jdf:ParameterLink,,,,jdf:ResourceLink,"",JDFResource.xsd
RingBindingResLinkPool_,global complexType,,jdf:ResourceLinkPool_,,,,"",JDFProcess.xsd
RollStand,global element,jdf:RollStand_r,,,,jdf:Resource,"",JDFResource.xsd
RollStand_r,global complexType,,jdf:HandlingResource,,,,"",JDFResource.xsd
RollStand_re,global complexType,,jdf:PhysicalResourceElement,,,,"",JDFResource.xsd
RollStand_rp,global complexType,,jdf:HandlingResourceLeaf,,,,"",JDFResource.xsd
RollStandAttribs_c,global attributeGroup,,,,,,"",JDFResource.xsd
RollStandAttribs_r,global attributeGroup,,,,,,"",JDFResource.xsd
RollStandAttribs_u,global attributeGroup,,,,,,"",JDFResource.xsd
RollStandLink,global element,jdf:HandlingLink,,,,jdf:ResourceLink,"",JDFResource.xsd
RunList,global element,jdf:RunList_r,,,,jdf:Resource,"",JDFResource.xsd
RunList_DynamicInput_lr,global complexType,,jdf:BaseElement_,,,,"",JDFResource.xsd
RunList_r,global complexType,,jdf:ParameterResource,,,,"",JDFResource.xsd
RunList_re,global complexType,,jdf:ParameterResourceElement,,,,"",JDFResource.xsd
RunList_rp,global complexType,,jdf:BaseElement_,,,,"NAME CLASH - DocCopies!!! Base on ParameterResourceLeaf",JDFResource.xsd
RunListAttribs_c,global attributeGroup,,,,,,"",JDFResource.xsd
RunListAttribs_r,global attributeGroup,,,,,,"",JDFResource.xsd
RunListAttribs_u,global attributeGroup,,,,,,"",JDFResource.xsd
RunListLink,global element,jdf:ParameterLink,,,,jdf:ResourceLink,"",JDFResource.xsd
SaddleStitching,global complexType,,jdf:JDFAbstractNode,,,,"",JDFProcess.xsd
SaddleStitchingParams,global element,jdf:SaddleStitchingParams_r,,,,jdf:Resource,"",JDFResource.xsd
SaddleStitchingParams_r,global complexType,,jdf:ParameterResource,,,,"",JDFResource.xsd
SaddleStitchingParams_re,global complexType,,jdf:ParameterResourceElement,,,,"",JDFResource.xsd
SaddleStitchingParams_rp,global complexType,,jdf:ParameterResourceLeaf,,,,"",JDFResource.xsd
SaddleStitchingParamsAttribs_c,global attributeGroup,,,,,,"",JDFResource.xsd
SaddleStitchingParamsAttribs_r,global attributeGroup,,,,,,"",JDFResource.xsd
SaddleStitchingParamsAttribs_u,global attributeGroup,,,,,,"",JDFResource.xsd
SaddleStitchingParamsLink,global element,jdf:ParameterLink,,,,jdf:ResourceLink,"",JDFResource.xsd
SaddleStitchingResLinkPool_,global complexType,,jdf:ResourceLinkPool_,,,,"",JDFProcess.xsd
Scanning,global complexType,,jdf:JDFAbstractNode,,,,"",JDFProcess.xsd
ScanningResLinkPool_,global complexType,,jdf:ResourceLinkPool_,,,,"",JDFProcess.xsd
ScanParams,global element,jdf:ScanParams_r,,,,jdf:Resource,"",JDFResource.xsd
ScanParams_r,global complexType,,jdf:ParameterResource,,,,"",JDFResource.xsd
ScanParams_re,global complexType,,jdf:ParameterResourceElement,,,,"",JDFResource.xsd
ScanParams_rp,global complexType,,jdf:ParameterResourceLeaf,,,,"",JDFResource.xsd
ScanParamsAttribs_c,global attributeGroup,,,,,,"",JDFResource.xsd
ScanParamsAttribs_r,global attributeGroup,,,,,,"",JDFResource.xsd
ScanParamsAttribs_u,global attributeGroup,,,,,,"",JDFResource.xsd
ScanParamsLink,global element,jdf:ParameterLink,,,,jdf:ResourceLink,"",JDFResource.xsd
ScavengerArea,global element,jdf:ScavengerArea_r,,,,jdf:Resource,"",JDFResource.xsd
ScavengerArea_r,global complexType,,jdf:ParameterResource,,,,"",JDFResource.xsd
ScavengerArea_re,global complexType,,jdf:ParameterResourceElement,,,,"",JDFResource.xsd
ScavengerArea_rp,global complexType,,jdf:ParameterResourceLeaf,,,,"",JDFResource.xsd
ScavengerAreaAttribs_c,global attributeGroup,,,,,,"",JDFResource.xsd
ScavengerAreaAttribs_r,global attributeGroup,,,,,,"",JDFResource.xsd
ScavengerAreaAttribs_u,global attributeGroup,,,,,,"",JDFResource.xsd
ScavengerAreaLink,global element,jdf:ParameterLink,,,,jdf:ResourceLink,"",JDFResource.xsd
Screening,global complexType,,jdf:JDFAbstractNode,,,,"",JDFProcess.xsd
ScreeningIntent,global element,jdf:ScreeningIntent_r,,,,jdf:Resource,"",JDFResource.xsd
ScreeningIntent_r,global complexType,,jdf:IntentResource,,,,"",JDFResource.xsd
ScreeningIntent_rp,global complexType,,jdf:IntentResourceLeaf,,,,"",JDFResource.xsd
ScreeningIntentAttribs_c,global attributeGroup,,,,,,"",JDFResource.xsd
ScreeningIntentAttribs_r,global attributeGroup,,,,,,"",JDFResource.xsd
ScreeningIntentAttribs_u,global attributeGroup,,,,,,"",JDFResource.xsd
ScreeningIntentLink,global element,jdf:IntentLink,,,,jdf:ResourceLink,"",JDFResource.xsd
ScreeningParams,global element,jdf:ScreeningParams_r,,,,jdf:Resource,"",JDFResource.xsd
ScreeningParams_r,global complexType,,jdf:ParameterResource,,,,"",JDFResource.xsd
ScreeningParams_re,global complexType,,jdf:ParameterResourceElement,,,,"",JDFResource.xsd
ScreeningParams_rp,global complexType,,jdf:ParameterResourceLeaf,,,,"",JDFResource.xsd
ScreeningParams_ScreenSelector_lr,global complexType,,jdf:BaseElement_,,,,"",JDFResource.xsd
ScreeningParamsAttribs_c,global attributeGroup,,,,,,"",JDFResource.xsd
ScreeningParamsAttribs_r,global attributeGroup,,,,,,"",JDFResource.xsd
ScreeningParamsAttribs_u,global attributeGroup,,,,,,"",JDFResource.xsd
ScreeningParamsLink,global element,jdf:ParameterLink,,,,jdf:ResourceLink,"",JDFResource.xsd
ScreeningResLinkPool_,global complexType,,jdf:ResourceLinkPool_,,,,"",JDFProcess.xsd
Separation,global complexType,,jdf:JDFAbstractNode,,,,"",JDFProcess.xsd
SeparationControlParams,global element,jdf:SeparationControlParams_r,,,,jdf:Resource,"",JDFResource.xsd
SeparationControlParams_r,global complexType,,jdf:ParameterResource,,,,"",JDFResource.xsd
SeparationControlParams_re,global complexType,,jdf:ParameterResourceElement,,,,"",JDFResource.xsd
SeparationControlParams_rp,global complexType,,jdf:ParameterResourceLeaf,,,,"",JDFResource.xsd
SeparationControlParamsAttribs_c,global attributeGroup,,,,,,"",JDFResource.xsd
SeparationControlParamsAttribs_r,global attributeGroup,,,,,,"",JDFResource.xsd
SeparationControlParamsAttribs_u,global attributeGroup,,,,,,"",JDFResource.xsd
SeparationControlParamsLink,global element,jdf:ParameterLink,,,,jdf:ResourceLink,"",JDFResource.xsd
SeparationResLinkPool_,global complexType,,jdf:ResourceLinkPool_,,,,"",JDFProcess.xsd
SeparationSpec_re,global complexType,,jdf:ResourceElement,,,,"",JDFResource.xsd
SeparationSpecAttribs_c,global attributeGroup,,,,,,"",JDFResource.xsd
SeparationSpecAttribs_r,global attributeGroup,,,,,,"",JDFResource.xsd
Separator,global simpleType,jdftyp:string,,,,,"",JDFTypes.xsd
set,global complexType,,jdf:BaseElement_,,,,"",JDFCapability.xsd
set_FeatureAttribute_lr,global complexType,,jdf:BaseElement_,,,,"",JDFCapability.xsd
ShadingProperties,global attributeGroup,,,,,,"",JDFResource.xsd
shape,global simpleType,jdftyp:DoubleList,,,,,"",JDFTypes.xsd
ShapeCutting,global complexType,,jdf:JDFAbstractNode,,,,"",JDFProcess.xsd
ShapeCuttingIntent,global element,jdf:ShapeCuttingIntent_r,,,,jdf:Resource,"",JDFResource.xsd
ShapeCuttingIntent_r,global complexType,,jdf:IntentResource,,,,"",JDFResource.xsd
ShapeCuttingIntent_rp,global complexType,,jdf:IntentResourceLeaf,,,,"",JDFResource.xsd
ShapeCuttingIntent_ShapeCut_lr,global complexType,,jdf:BaseElement_,,,,"",JDFResource.xsd
ShapeCuttingIntentAttribs_c,global attributeGroup,,,,,,"",JDFResource.xsd
ShapeCuttingIntentAttribs_r,global attributeGroup,,,,,,"",JDFResource.xsd
ShapeCuttingIntentAttribs_u,global attributeGroup,,,,,,"",JDFResource.xsd
ShapeCuttingIntentLink,global element,jdf:IntentLink,,,,jdf:ResourceLink,"",JDFResource.xsd
ShapeCuttingParams,global element,jdf:ShapeCuttingParams_r,,,,jdf:Resource,"",JDFResource.xsd
ShapeCuttingParams_r,global complexType,,jdf:ParameterResource,,,,"",JDFResource.xsd
ShapeCuttingParams_re,global complexType,,jdf:ParameterResourceElement,,,,"",JDFResource.xsd
ShapeCuttingParams_rp,global complexType,,jdf:ParameterResourceLeaf,,,,"",JDFResource.xsd
ShapeCuttingParams_Shape_lr,global complexType,,jdf:BaseElement_,,,,"",JDFResource.xsd
ShapeCuttingParamsAttribs_c,global attributeGroup,,,,,,"",JDFResource.xsd
ShapeCuttingParamsAttribs_r,global attributeGroup,,,,,,"",JDFResource.xsd
ShapeCuttingParamsAttribs_u,global attributeGroup,,,,,,"",JDFResource.xsd
ShapeCuttingParamsLink,global element,jdf:ParameterLink,,,,jdf:ResourceLink,"",JDFResource.xsd
ShapeCuttingResLinkPool_,global complexType,,jdf:ResourceLinkPool_,,,,"",JDFProcess.xsd
ShapeEvaluation,global complexType,,jdf:AbstractEvaluation,,,,"",JDFCapability.xsd
ShapeEvaluation,global element,jdf:ShapeEvaluation,,,,jdf:AbstractTerms,"",JDFCapability.xsd
ShapeRange,global simpleType,jdftyp:DoubleAndSeparators_,,,,,"",JDFTypes.xsd
ShapeRangeList,global simpleType,jdftyp:DoubleAndSeparators_,,,,,"",JDFTypes.xsd
ShapeSpan,global complexType,,jdf:AbstractSpan,,,,"",JDFCore.xsd
ShapeState,global complexType,,jdf:DevCapState,,,,"",JDFCapability.xsd
ShapeState,global element,jdf:ShapeState,,,,jdf:AbstractStates,"",JDFCapability.xsd
Sheet,global element,jdf:Sheet_r,,,,jdf:Resource,"",JDFResource.xsd
Sheet_r,global complexType,,jdf:ParameterResource,,,,"",JDFResource.xsd
Sheet_re,global complexType,,jdf:ParameterResourceElement,,,,"",JDFResource.xsd
Sheet_rp,global complexType,,jdf:ParameterResourceLeaf,,,,"",JDFResource.xsd
SheetAttribs_c,global attributeGroup,,,,,,"",JDFResource.xsd
SheetAttribs_r,global attributeGroup,,,,,,"",JDFResource.xsd
SheetAttribs_u,global attributeGroup,,,,,,"",JDFResource.xsd
SheetLink,global element,jdf:ParameterLink,,,,jdf:ResourceLink,"",JDFResource.xsd
Shrinking,global complexType,,jdf:JDFAbstractNode,,,,"",JDFProcess.xsd
ShrinkingParams,global element,jdf:ShrinkingParams_r,,,,jdf:Resource,"",JDFResource.xsd
ShrinkingParams_r,global complexType,,jdf:ParameterResource,,,,"",JDFResource.xsd
ShrinkingParams_re,global complexType,,jdf:ParameterResourceElement,,,,"",JDFResource.xsd
ShrinkingParams_rp,global complexType,,jdf:ParameterResourceLeaf,,,,"",JDFResource.xsd
ShrinkingParamsAttribs_c,global attributeGroup,,,,,,"",JDFResource.xsd
ShrinkingParamsAttribs_r,global attributeGroup,,,,,,"",JDFResource.xsd
ShrinkingParamsAttribs_u,global attributeGroup,,,,,,"",JDFResource.xsd
ShrinkingParamsLink,global element,jdf:ParameterLink,,,,jdf:ResourceLink,"",JDFResource.xsd
ShrinkingResLinkPool_,global complexType,,jdf:ResourceLinkPool_,,,,"",JDFProcess.xsd
ShutDownCmdParams,global element,jdf:ShutDownCmdParams_m,,,,jdf:CommandTypeObj,"",JDFMessage.xsd
ShutDownCmdParams_m,global complexType,,jdf:CommandTypeObj_,,,,"",JDFMessage.xsd
Side,global simpleType,xs:NMTOKEN,,,,,"",JDFTypes.xsd
SideSewing,global complexType,,jdf:JDFAbstractNode,,,,"",JDFProcess.xsd
SideSewingParams,global element,jdf:SideSewingParams_r,,,,jdf:Resource,"",JDFResource.xsd
SideSewingParams_r,global complexType,,jdf:ParameterResource,,,,"",JDFResource.xsd
SideSewingParams_re,global complexType,,jdf:ParameterResourceElement,,,,"",JDFResource.xsd
SideSewingParams_rp,global complexType,,jdf:ParameterResourceLeaf,,,,"",JDFResource.xsd
SideSewingParamsAttribs_c,global attributeGroup,,,,,,"",JDFResource.xsd
SideSewingParamsAttribs_r,global attributeGroup,,,,,,"",JDFResource.xsd
SideSewingParamsAttribs_u,global attributeGroup,,,,,,"",JDFResource.xsd
SideSewingParamsLink,global element,jdf:ParameterLink,,,,jdf:ResourceLink,"",JDFResource.xsd
SideSewingResLinkPool_,global complexType,,jdf:ResourceLinkPool_,,,,"",JDFProcess.xsd
Signal,global complexType,,jdf:Message,,,,"",JDFCore.xsd
SignalEvents,global complexType,,jdf:JMFAbstractSignal_,,,,"",JDFMessage.xsd
SignalFlushQueue,global complexType,,jdf:JMFAbstractSignal_,,,,"",JDFMessage.xsd
SignalFlushResources,global complexType,,jdf:JMFAbstractSignal_,,,,"",JDFMessage.xsd
SignalKnownControllers,global complexType,,jdf:JMFAbstractSignal_,,,,"",JDFMessage.xsd
SignalKnownDevices,global complexType,,jdf:JMFAbstractSignal_,,,,"",JDFMessage.xsd
SignalKnownJDFServices,global complexType,,jdf:JMFAbstractSignal_,,,,"",JDFMessage.xsd
SignalKnownMessages,global complexType,,jdf:JMFAbstractSignal_,,,,"",JDFMessage.xsd
SignalNewJDF,global complexType,,jdf:JMFAbstractSignal_,,,,"",JDFMessage.xsd
SignalNodeInfo,global complexType,,jdf:JMFAbstractSignal_,,,,"",JDFMessage.xsd
